type,noise,method,index,train,test,mse1,mse2,cor1,cor2
scalar,1,NN1,90,0.02793,0.04735,0.115,0.1935,0.991,0.9841
scalar,1,NN1,99,0.49,0.5905,0.09661,0.0975,0.7922,0.7249
scalar,1,NN1,70,0.02512,0.1575,0.05549,0.2821,0.9956,0.9301
scalar,1,NN1,58,0.159,0.2012,0.1099,0.1818,0.952,0.9214
scalar,1,NN1,83,0.03003,0.3782,0.09462,1.034,0.9973,0.8603
scalar,1,NN1,94,0.2952,0.6022,0.08492,0.1149,0.8733,0.7412
scalar,1,NN1,60,0.07437,0.1244,0.1196,0.0941,0.9815,0.9292
scalar,1,NN1,75,0.8904,1.125,0.07988,0.1127,0.4992,0.118
scalar,1,NN1,65,0.2156,0.3068,0.09133,0.1786,0.9031,0.8583
scalar,1,NN1,73,0.06015,0.2723,0.086,0.4182,0.9848,0.8618
scalar,1,NN1,86,0.1169,0.4322,0.06458,0.1335,0.9774,0.8257
scalar,1,NN1,61,0.05034,0.1861,0.04843,0.1824,0.99,0.9236
scalar,1,NN1,59,0.1769,0.2651,0.1152,0.1265,0.9371,0.8751
scalar,1,NN1,93,0.4682,0.4844,0.1036,0.1298,0.786,0.797
scalar,1,NN1,57,0.1318,0.463,0.1176,0.1853,0.956,0.7681
scalar,1,NN1,92,0.07869,0.1566,0.07654,0.1586,0.9686,0.9414
scalar,1,NN1,63,0.2482,0.4905,0.102,0.1769,0.905,0.7747
scalar,1,NN1,67,0.6728,0.6287,0.1238,0.1233,0.6472,0.7456
scalar,1,NN1,64,0.08354,0.1747,0.1869,0.3676,0.9804,0.9494
scalar,1,NN1,87,0.2958,0.7826,0.06042,0.1759,0.904,0.6388
scalar,2,FLM1,3,0.3934,0.4114,0.4665,0.5762,0.7792,0.7705
scalar,2,FLM1,1,0.5215,0.8323,0.6789,0.8401,0.6917,0.503
scalar,2,FLM1,2,0.3261,0.5556,0.6123,0.7542,0.821,0.734
scalar,2,FLM1,5,0.8283,1.037,0.332,0.3885,0.4171,0.1087
scalar,2,FLM1,4,0.4729,0.466,0.716,0.6841,0.7261,0.7383
scalar,2,FLM1,6,0.4784,0.6855,1.098,1.373,0.7224,0.5673
scalar,2,FLM1,26,0.7117,0.9106,0.4285,0.5949,0.5373,0.3389
scalar,2,FLM1,22,0.2837,0.3957,0.5599,0.6944,0.8464,0.8067
scalar,2,FLM1,23,0.8226,0.7378,0.6357,0.6219,0.4215,0.5038
scalar,2,FLM1,16,0.627,0.9262,1.246,1.113,0.6112,0.3616
scalar,2,FLM1,17,0.9089,0.863,0.4512,0.4842,0.3025,0.3673
scalar,2,FLM1,47,0.7379,0.9557,0.4069,0.441,0.5127,0.3402
scalar,2,FLM1,27,0.1663,0.1784,0.4088,0.5496,0.9131,0.9077
scalar,2,FLM1,24,0.6394,0.8124,0.5507,0.5695,0.6007,0.4495
scalar,2,FLM1,46,0.7404,0.7906,0.4895,0.4083,0.5106,0.4442
scalar,2,FLM1,30,0.4474,0.5306,0.5062,0.5086,0.7434,0.6935
scalar,2,FLM1,29,0.9868,0.9198,0.4939,0.4574,0.115,0.4235
scalar,2,FLM1,51,0.672,1.048,0.3634,0.4429,0.5729,0.229
scalar,2,FLM1,37,0.4511,0.6614,0.3981,0.5003,0.7409,0.6129
scalar,2,FLM1,38,0.2375,0.2096,0.4134,0.5048,0.8732,0.8791
scalar,2,FLM1,50,0.3048,0.3261,0.4539,0.5079,0.8339,0.8279
scalar,2,FLM1,36,0.3857,0.4706,0.2759,0.4967,0.7838,0.7277
scalar,2,FLM1,35,0.3055,0.3303,0.4381,0.476,0.8334,0.8104
scalar,2,FLM1,10,0.3264,0.3374,1.509,1.436,0.8207,0.8137
scalar,2,FLM1,45,0.6767,0.7836,0.493,0.4594,0.5688,0.476
scalar,2,FLM1,44,0.8454,0.7918,0.4021,0.4011,0.3941,0.4773
scalar,2,FLM1,9,0.6937,0.9112,0.3622,0.459,0.5535,0.3931
scalar,2,FLM1,8,0.853,0.7505,0.4959,0.5886,0.3839,0.5809
scalar,2,FLM1,11,0.4273,0.3632,1.041,1.128,0.7568,0.8107
scalar,2,FLM1,28,0.122,0.1117,0.6481,0.5549,0.937,0.9457
scalar,2,FLM1,18,0.8301,0.9601,0.3318,0.4735,0.4138,0.2247
scalar,2,FLM1,49,0.7293,0.7912,0.3509,0.4289,0.5216,0.4176
scalar,2,FLM1,7,0.8572,0.9196,2.074,2.029,0.3779,0.3289
scalar,2,FLM1,20,0.5197,0.5683,0.428,0.5594,0.6932,0.6636
scalar,2,FLM1,48,0.5776,0.6205,0.8497,1.131,0.6499,0.6244
scalar,2,FLM1,21,0.8421,0.6872,0.3677,0.43,0.3979,0.6071
scalar,2,FLM1,19,0.781,0.6742,0.7229,1.062,0.4686,0.6224
scalar,2,FLM1,34,0.3149,0.2798,1.756,2.11,0.8278,0.8491
scalar,2,FLM1,33,0.8345,0.7354,0.4531,0.3802,0.4075,0.5162
scalar,2,FLM1,25,0.1798,0.1882,0.6155,0.5462,0.9057,0.9062
scalar,2,FLM1,40,0.5832,0.8755,0.3447,0.4363,0.6456,0.4502
scalar,2,FLM1,39,0.726,0.8082,0.2854,0.5014,0.5258,0.4521
scalar,2,FLM1,41,0.5995,0.569,0.4614,0.6093,0.6333,0.6768
scalar,2,FLM1,42,0.8534,0.7076,0.4649,0.4417,0.3832,0.559
scalar,2,FLM1,31,0.7465,0.8886,0.3592,0.4325,0.5062,0.379
scalar,2,FLM1,13,0.4003,0.4236,0.396,0.4618,0.7744,0.7668
scalar,2,FLM1,15,0.761,0.7963,0.3909,0.5287,0.4889,0.4471
scalar,2,FLM1,32,0.7648,0.9858,0.393,0.2824,0.4854,0.3665
scalar,2,FLM1,12,0.9513,0.9314,1.391,2.148,0.2219,0.2959
scalar,2,FLM1,14,0.6078,0.8327,0.3537,0.4216,0.6263,0.4461
scalar,2,FLM1,55,0.5447,0.6329,0.3469,0.4496,0.6748,0.6118
scalar,2,FLM1,56,0.7758,0.6992,0.3917,0.3893,0.4735,0.5572
scalar,2,FLM1,54,0.8168,0.7337,0.9985,1.476,0.4287,0.541
scalar,2,FLM1,52,0.4348,0.5916,0.9343,0.8403,0.7518,0.6585
scalar,2,FLM1,53,0.77,0.7939,0.3842,0.2618,0.4796,0.4668
scalar,2,FLM1,43,0.2551,0.1899,0.3727,0.3572,0.8631,0.9045
scalar,2,FLM1,95,0.5032,0.7515,0.3576,0.6661,0.7052,0.5254
scalar,2,FLM1,72,0.5541,0.5695,2.087,2.356,0.6685,0.6611
scalar,2,FLM1,68,0.6585,0.7061,0.8519,0.7473,0.5853,0.5467
scalar,2,FLM1,69,0.2602,0.3123,0.4381,0.4725,0.8602,0.8292
scalar,2,FLM1,70,0.2279,0.3288,0.5587,0.6199,0.8787,0.8292
scalar,2,FLM1,81,0.4295,0.4706,0.4149,0.63,0.7554,0.7291
scalar,2,FLM1,97,0.8807,0.8999,0.4159,0.3243,0.3481,0.2996
scalar,2,FLM1,96,0.2217,0.3621,0.6272,0.5977,0.8822,0.805
scalar,2,FLM1,99,0.9956,0.993,0.4964,0.3907,0.1162,0.1491
scalar,2,FLM1,82,0.7998,0.7993,1.203,1.068,0.4475,0.4523
scalar,2,FLM1,83,0.2081,0.4456,0.7175,1.282,0.89,0.7827
scalar,2,FLM1,98,0.7233,0.808,0.3361,0.4465,0.5267,0.4263
scalar,2,FLM1,77,0.2792,0.3404,0.4121,0.5191,0.8491,0.8163
scalar,2,FLM1,80,0.7545,0.963,0.3704,0.3301,0.4959,0.3002
scalar,2,FLM1,79,0.9256,0.8966,0.4101,0.4134,0.2736,0.2835
scalar,2,FLM1,100,0.4434,0.4055,0.4308,0.5946,0.7461,0.777
scalar,2,FLM1,90,0.1425,0.1495,0.646,0.6897,0.926,0.9221
scalar,2,FLM1,84,0.7988,0.9323,0.8728,0.8337,0.4494,0.2483
scalar,2,FLM1,66,0.3534,0.4028,3.868,4.711,0.8043,0.7743
scalar,2,FLM1,75,0.962,1.031,0.3155,0.3861,0.2007,-0.03543
scalar,2,FLM1,76,0.2953,0.2459,0.3096,0.3812,0.8394,0.8818
scalar,2,FLM1,91,0.5641,0.5866,0.4054,0.339,0.6603,0.6479
scalar,2,FLM1,92,0.3288,0.3259,0.4088,0.3976,0.8193,0.8389
scalar,2,FLM1,71,0.3744,0.4626,0.5252,0.6892,0.7911,0.7221
scalar,2,FLM1,74,0.5011,0.4698,1.931,2.108,0.7064,0.7355
scalar,2,FLM1,67,0.8169,0.8027,0.3599,0.3798,0.4286,0.4995
scalar,2,FLM1,64,0.8513,0.8309,2.252,1.766,0.3867,0.4131
scalar,2,FLM1,58,0.844,0.749,0.7507,0.889,0.3969,0.5835
scalar,2,FLM1,89,0.8336,0.7093,0.3633,0.3481,0.4107,0.5189
scalar,2,FLM1,93,0.827,0.631,0.4084,0.3383,0.4162,0.6709
scalar,2,FLM1,78,0.6569,0.7013,0.3938,0.3633,0.5868,0.5516
scalar,2,FLM1,86,0.5748,0.7064,0.4649,0.3642,0.6523,0.5886
scalar,2,FLM1,73,0.6203,0.641,1.122,1.119,0.6167,0.5578
scalar,2,FLM1,60,0.3029,0.5118,0.5654,0.5473,0.8349,0.7551
scalar,2,FLM1,61,0.3285,0.3129,0.4057,0.3453,0.8195,0.8341
scalar,2,FLM1,87,0.8426,0.7133,0.4113,0.3133,0.3969,0.5475
scalar,2,FLM1,57,0.3866,0.6631,0.4363,0.5363,0.7832,0.5714
scalar,2,FLM1,63,0.5913,0.6362,0.3719,0.4135,0.6395,0.6092
scalar,2,FLM1,62,0.5843,0.5833,0.5649,0.6257,0.6448,0.6766
scalar,2,FLM1,85,0.4047,0.4043,0.3763,0.3567,0.7716,0.7748
scalar,2,FLM1,88,0.5307,0.4178,0.4808,0.2779,0.6851,0.7654
scalar,2,FLM1,94,0.6301,0.8884,0.3345,0.3153,0.6084,0.4369
scalar,2,FLM1,59,0.4788,0.5356,0.4339,0.3625,0.7221,0.6829
scalar,2,FLM1,65,0.7481,0.6695,0.5197,0.6789,0.5019,0.5994
scalar,2,FN1,2,0.2594,0.4614,0.4871,0.6263,0.8696,0.7559
scalar,2,FN1,6,0.1639,0.2877,0.3762,0.5765,0.9228,0.8379
scalar,2,FN1,4,0.3081,0.2695,0.4665,0.3957,0.8492,0.897
scalar,2,FN1,1,0.2839,0.3701,0.3696,0.3736,0.8598,0.8318
scalar,2,FN1,3,0.1593,0.3918,0.1889,0.5487,0.9308,0.8095
scalar,2,FN1,5,0.7889,1.027,0.3162,0.3847,0.4857,0.1344
scalar,2,FN1,40,0.7871,0.8835,0.4651,0.4403,0.5643,0.4116
scalar,2,FN1,42,0.6449,0.4336,0.3513,0.2707,0.6359,0.7414
scalar,2,FN1,55,0.5312,0.7099,0.3383,0.5042,0.7057,0.5666
scalar,2,FN1,18,0.9121,1.019,0.3646,0.5025,0.3936,0.2254
scalar,2,FN1,48,0.7138,0.7633,1.05,1.392,0.6794,0.6445
scalar,2,FN1,33,0.7897,0.7506,0.4288,0.3881,0.4867,0.4802
scalar,2,FN1,39,0.7948,0.8624,0.3124,0.535,0.5076,0.3813
scalar,2,FN1,41,0.5859,0.5779,0.4509,0.6188,0.6824,0.653
scalar,2,FN1,45,0.4441,0.7354,0.3236,0.4311,0.7643,0.6213
scalar,2,FN1,34,0.09574,0.09155,0.534,0.6902,0.954,0.9607
scalar,2,FN1,11,0.1612,0.1562,0.3926,0.4852,0.926,0.9307
scalar,2,FN1,44,0.8927,0.8421,0.4246,0.4266,0.3399,0.4165
scalar,2,FN1,56,0.6164,0.7944,0.3112,0.4423,0.6436,0.4518
scalar,2,FN1,54,0.2104,0.3336,0.2572,0.6712,0.904,0.8003
scalar,2,FN1,52,0.2897,0.5125,0.6225,0.7279,0.8533,0.7557
scalar,2,FN1,49,0.7999,0.785,0.3849,0.4255,0.5202,0.4275
scalar,2,FN1,21,0.7424,0.6708,0.3242,0.4197,0.5622,0.6518
scalar,2,FN1,53,0.8197,0.8146,0.409,0.2686,0.4278,0.4381
scalar,2,FN1,47,0.6807,0.9858,0.3754,0.4549,0.592,0.3009
scalar,2,FN1,14,0.6611,0.8982,0.3847,0.4548,0.6235,0.4359
scalar,2,FN1,9,0.5659,0.8187,0.2955,0.4125,0.68,0.5165
scalar,2,FN1,27,0.154,0.1603,0.3787,0.4941,0.9262,0.9225
scalar,2,FN1,51,0.6158,0.9936,0.333,0.42,0.6345,0.2953
scalar,2,FN1,29,0.8753,0.9745,0.4381,0.4846,0.3936,0.289
scalar,2,FN1,50,0.2556,0.3519,0.3807,0.5481,0.8769,0.847
scalar,2,FN1,30,0.3016,0.3555,0.3412,0.3408,0.8549,0.7983
scalar,2,FN1,15,0.7573,0.7231,0.389,0.4801,0.5082,0.503
scalar,2,FN1,13,0.3475,0.4437,0.3438,0.4837,0.8156,0.7441
scalar,2,FN1,19,0.4944,0.3999,0.4576,0.6298,0.7472,0.8042
scalar,2,FN1,25,0.06467,0.174,0.2215,0.5047,0.9715,0.9191
scalar,2,FN1,22,0.206,0.3482,0.4066,0.6112,0.9019,0.8121
scalar,2,FN1,35,0.2315,0.3143,0.332,0.4528,0.8837,0.8237
scalar,2,FN1,12,0.2361,0.2405,0.3451,0.5548,0.8952,0.903
scalar,2,FN1,17,0.9014,0.8672,0.4474,0.4866,0.3673,0.2771
scalar,2,FN1,46,0.7813,0.7547,0.5165,0.3897,0.5229,0.5219
scalar,2,FN1,20,0.5384,0.593,0.4435,0.5836,0.7037,0.6751
scalar,2,FN1,10,0.05269,0.1481,0.2437,0.63,0.9776,0.9344
scalar,2,FN1,8,0.6107,0.6129,0.355,0.4807,0.6485,0.6924
scalar,2,FN1,7,0.1764,0.2492,0.4268,0.5499,0.9164,0.8895
scalar,2,FN1,71,0.3039,0.3703,0.4263,0.5517,0.8422,0.7949
scalar,2,FN1,23,0.253,0.5857,0.1955,0.4937,0.8959,0.7042
scalar,2,FN1,94,0.5878,0.9186,0.312,0.326,0.6483,0.4662
scalar,2,FN1,99,0.9489,0.9498,0.4731,0.3737,0.303,0.3079
scalar,2,FN1,79,0.9629,1.012,0.4266,0.4666,0.2696,0.2916
scalar,2,FN1,90,0.0804,0.09371,0.3645,0.4323,0.9609,0.9522
scalar,2,FN1,77,0.1834,0.3728,0.2706,0.5685,0.9186,0.8273
scalar,2,FN1,96,0.1811,0.3385,0.5123,0.5586,0.916,0.8208
scalar,2,FN1,16,0.1905,0.7329,0.3784,0.881,0.9106,0.6279
scalar,2,FN1,26,0.664,0.6998,0.3998,0.4571,0.6107,0.4942
scalar,2,FN1,75,0.8864,1.095,0.2907,0.4102,0.3783,-0.04673
scalar,2,FN1,43,0.1859,0.2357,0.2717,0.4433,0.9081,0.8837
scalar,2,FN1,88,0.4426,0.3747,0.401,0.2492,0.7532,0.8023
scalar,2,FN1,68,0.4028,0.5239,0.5211,0.5545,0.7868,0.7128
scalar,2,FN1,78,0.7929,0.8531,0.4753,0.442,0.5122,0.4616
scalar,2,FN1,70,0.1681,0.2242,0.4121,0.4226,0.9202,0.8869
scalar,2,FN1,58,0.3193,0.3424,0.284,0.4063,0.8491,0.8203
scalar,2,FN1,37,0.3967,0.7363,0.3501,0.557,0.783,0.579
scalar,2,FN1,86,0.7351,0.8893,0.5945,0.4585,0.5622,0.4332
scalar,2,FN1,91,0.5228,0.6127,0.3757,0.3541,0.7035,0.6457
scalar,2,FN1,89,0.8304,0.8194,0.3619,0.4022,0.501,0.3372
scalar,2,FN1,76,0.3372,0.311,0.3535,0.4821,0.825,0.8677
scalar,2,FN1,97,0.8968,0.8199,0.4235,0.2955,0.3599,0.3441
scalar,2,FN1,28,0.056,0.07981,0.2975,0.3965,0.9742,0.9652
scalar,2,FN1,82,0.2089,0.4979,0.3143,0.6653,0.9159,0.7438
scalar,2,FN1,24,0.4417,0.8847,0.3804,0.6202,0.7802,0.4673
scalar,2,FN1,87,0.9301,0.811,0.4541,0.3562,0.2962,0.5374
scalar,2,FN1,38,0.1818,0.1772,0.3164,0.4267,0.9105,0.89
scalar,2,FN1,65,0.5278,0.5268,0.3667,0.5343,0.6993,0.7016
scalar,2,FN1,72,0.1036,0.2281,0.39,0.9435,0.9566,0.8889
scalar,2,FN1,62,0.4431,0.3916,0.4284,0.4201,0.7616,0.7809
scalar,2,FN1,81,0.2764,0.3418,0.267,0.4575,0.8628,0.8133
scalar,2,FN1,84,0.2149,0.6429,0.2348,0.5748,0.9073,0.7112
scalar,2,FN1,98,0.6508,0.9884,0.3024,0.5462,0.6185,0.2927
scalar,2,FN1,74,0.2444,0.3278,0.942,1.471,0.8916,0.8332
scalar,2,FN1,64,0.5904,0.7092,1.562,1.507,0.6962,0.5633
scalar,2,FN1,85,0.379,0.405,0.3524,0.3573,0.7999,0.7742
scalar,2,FN1,100,0.176,0.3976,0.171,0.583,0.9316,0.7825
scalar,2,FN1,80,0.8928,1.015,0.4383,0.348,0.3775,0.2828
scalar,2,FN1,59,0.4798,0.5027,0.4348,0.3402,0.7388,0.7049
scalar,2,FN1,60,0.2043,0.4754,0.3812,0.5084,0.8971,0.7697
scalar,2,FN1,93,0.8484,0.6997,0.419,0.3752,0.4339,0.6763
scalar,2,FN1,95,0.3994,0.7141,0.2838,0.6328,0.8037,0.5745
scalar,2,FN1,32,0.8813,0.8651,0.4528,0.2478,0.4252,0.4251
scalar,2,FN1,57,0.2264,0.5594,0.2556,0.4524,0.8911,0.6357
scalar,2,FN1,92,0.2735,0.3167,0.34,0.3864,0.8583,0.8336
scalar,2,FN1,83,0.1617,0.3385,0.5574,0.9738,0.9214,0.8234
scalar,2,FN1,67,0.8966,0.94,0.395,0.4448,0.4,0.4681
scalar,2,FN1,31,0.6181,0.8931,0.2974,0.4347,0.654,0.3158
scalar,2,FN1,63,0.5757,0.6416,0.3621,0.417,0.6678,0.6052
scalar,2,FN1,66,0.05537,0.1613,0.6062,1.887,0.9767,0.9289
scalar,2,FN1,61,0.2445,0.3556,0.302,0.3925,0.8786,0.8262
scalar,2,FN1,36,0.1908,0.4036,0.1365,0.426,0.9193,0.8073
scalar,2,FN1,69,0.1683,0.2718,0.2834,0.4111,0.9214,0.8849
scalar,2,FN1,73,0.2238,0.3947,0.4048,0.6888,0.8936,0.7812
scalar,2,NN1,5,0.8762,1.019,0.3512,0.3815,0.4094,0.0881
scalar,2,NN1,3,0.2045,0.4683,0.2424,0.6559,0.9296,0.7551
scalar,2,NN1,2,0.1365,0.5703,0.2563,0.7742,0.9652,0.7564
scalar,2,NN1,1,0.44,0.6523,0.5728,0.6585,0.7638,0.6273
scalar,2,NN1,6,0.1259,0.349,0.289,0.6993,0.9609,0.8224
scalar,2,NN1,4,0.2173,0.3338,0.329,0.49,0.9186,0.8493
scalar,2,NN1,17,0.9262,0.9481,0.4598,0.532,0.3173,0.3471
scalar,2,NN1,35,0.3861,0.4603,0.5537,0.6631,0.8031,0.7487
scalar,2,NN1,22,0.3895,0.5218,0.7686,0.9158,0.8526,0.8012
scalar,2,NN1,26,0.8373,0.7846,0.5041,0.5125,0.5729,0.4459
scalar,2,NN1,46,0.8072,0.8156,0.5337,0.4211,0.5234,0.5611
scalar,2,NN1,51,0.4822,1.126,0.2608,0.4762,0.7941,0.3725
scalar,2,NN1,47,0.8016,0.9555,0.442,0.4409,0.5363,0.234
scalar,2,NN1,30,0.2938,0.6067,0.3324,0.5816,0.8828,0.7674
scalar,2,NN1,44,0.8482,0.8408,0.4034,0.4259,0.4326,0.5041
scalar,2,NN1,55,0.6054,0.6669,0.3856,0.4738,0.662,0.6062
scalar,2,NN1,20,0.2707,0.734,0.223,0.7224,0.9261,0.6506
scalar,2,NN1,21,0.905,0.8527,0.3952,0.5335,0.3701,0.5129
scalar,2,NN1,29,0.5678,1.301,0.2842,0.6468,0.7755,0.226
scalar,2,NN1,50,0.1544,0.4807,0.23,0.7487,0.9494,0.7422
scalar,2,NN1,38,0.3924,0.29,0.683,0.6985,0.8317,0.8122
scalar,2,NN1,36,0.2851,0.4459,0.204,0.4706,0.8803,0.7468
scalar,2,NN1,45,0.4273,0.8292,0.3113,0.4861,0.7978,0.5243
scalar,2,NN1,7,0.1161,0.1933,0.2808,0.4265,0.9504,0.92
scalar,2,NN1,39,0.8276,0.8981,0.3253,0.5572,0.4854,0.3266
scalar,2,NN1,42,0.8491,0.7543,0.4626,0.4708,0.4439,0.481
scalar,2,NN1,28,0.05249,0.1311,0.2789,0.6515,0.9821,0.9421
scalar,2,NN1,18,0.8612,0.993,0.3442,0.4897,0.4502,0.1782
scalar,2,NN1,41,0.6495,0.7749,0.4999,0.8298,0.6755,0.6283
scalar,2,NN1,23,0.1732,0.5779,0.1339,0.4871,0.953,0.7309
scalar,2,NN1,40,0.715,0.847,0.4225,0.4221,0.6174,0.448
scalar,2,NN1,27,0.09243,0.2064,0.2273,0.636,0.9668,0.8972
scalar,2,NN1,48,0.1907,0.3103,0.2806,0.5658,0.9232,0.8444
scalar,2,NN1,16,0.02977,1.476,0.05913,1.775,0.9957,0.395
scalar,2,NN1,52,0.142,0.5519,0.3051,0.7838,0.9581,0.7974
scalar,2,NN1,33,0.8001,0.7499,0.4345,0.3877,0.4792,0.495
scalar,2,NN1,24,0.31,0.9875,0.267,0.6923,0.9066,0.5388
scalar,2,NN1,49,0.7909,0.8104,0.3805,0.4394,0.5149,0.5148
scalar,2,NN1,37,0.3762,0.8415,0.332,0.6365,0.8172,0.5421
scalar,2,NN1,56,0.6063,0.8808,0.3061,0.4904,0.6964,0.3984
scalar,2,NN1,34,0.04551,0.1305,0.2538,0.9835,0.9836,0.9332
scalar,2,NN1,54,0.2126,0.3163,0.2599,0.6365,0.9181,0.8137
scalar,2,NN1,19,0.3122,0.5892,0.289,0.9278,0.8984,0.7647
scalar,2,NN1,15,0.8346,0.77,0.4287,0.5112,0.4871,0.5465
scalar,2,NN1,31,0.6079,0.8521,0.2925,0.4147,0.6804,0.3669
scalar,2,NN1,9,0.7277,0.9676,0.38,0.4875,0.6022,0.4118
scalar,2,NN1,53,0.7831,0.7895,0.3908,0.2603,0.4901,0.4653
scalar,2,NN1,10,0.05732,0.1406,0.2651,0.5984,0.9774,0.9382
scalar,2,NN1,8,1.008,0.9868,0.5861,0.774,0.2191,0.444
scalar,2,NN1,32,0.5445,0.9563,0.2798,0.274,0.7443,0.4158
scalar,2,NN1,13,0.4368,0.5483,0.4322,0.5978,0.7779,0.7283
scalar,2,NN1,12,0.4364,0.4478,0.6381,1.033,0.8339,0.8174
scalar,2,NN1,43,0.1907,0.2684,0.2787,0.5048,0.9315,0.8863
scalar,2,NN1,11,0.1355,0.1364,0.33,0.4238,0.9494,0.9391
scalar,2,NN1,25,0.07281,0.23,0.2493,0.6674,0.9801,0.8895
scalar,2,NN1,14,0.4873,0.7703,0.2836,0.3901,0.794,0.5064
scalar,2,NN1,80,1.022,1.054,0.5015,0.3613,-0.4041,-0.2237
scalar,2,NN1,91,0.5632,0.6645,0.4047,0.384,0.6832,0.6094
scalar,2,NN1,97,0.8885,0.9078,0.4196,0.3272,0.3918,0.1861
scalar,2,NN1,95,0.2828,0.8347,0.201,0.7397,0.9146,0.5495
scalar,2,NN1,96,0.1086,0.3689,0.3071,0.6089,0.9657,0.824
scalar,2,NN1,69,0.1458,0.3535,0.2455,0.5348,0.9511,0.8787
scalar,2,NN1,87,0.8898,0.8517,0.4344,0.3741,0.4152,0.5226
scalar,2,NN1,89,0.8848,0.9242,0.3856,0.4535,0.407,0.3529
scalar,2,NN1,92,0.2076,0.5049,0.2581,0.6159,0.9237,0.8132
scalar,2,NN1,71,0.2015,0.3353,0.2826,0.4996,0.9193,0.8141
scalar,2,NN1,79,1.05,0.903,0.4651,0.4163,-0.1545,-0.1285
scalar,2,NN1,81,0.2253,0.4396,0.2177,0.5885,0.9142,0.7525
scalar,2,NN1,68,0.2295,0.6075,0.2968,0.643,0.9183,0.7453
scalar,2,NN1,75,0.9836,1.04,0.3226,0.3895,0.175,-0.1163
scalar,2,NN1,93,0.6197,0.6472,0.3061,0.347,0.7091,0.6631
scalar,2,NN1,76,0.3703,0.3588,0.3883,0.5561,0.8326,0.8521
scalar,2,NN1,99,0.935,0.9103,0.4662,0.3581,0.3087,0.3693
scalar,2,NN1,84,0.127,0.5263,0.1388,0.4706,0.9643,0.7267
scalar,2,NN1,82,0.05965,0.9459,0.08973,1.264,0.9861,0.6244
scalar,2,NN1,86,0.6808,0.6154,0.5507,0.3173,0.6352,0.5962
scalar,2,NN1,78,0.6831,0.7417,0.4094,0.3842,0.6175,0.5892
scalar,2,NN1,98,0.4332,1.33,0.2013,0.7351,0.8333,0.1423
scalar,2,NN1,90,0.06946,0.1082,0.3149,0.4989,0.9697,0.9467
scalar,2,NN1,77,0.1467,0.3956,0.2165,0.6032,0.9504,0.7836
scalar,2,NN1,100,0.2303,0.4157,0.2237,0.6095,0.9133,0.7791
scalar,2,NN1,85,0.266,0.6789,0.2473,0.599,0.9026,0.6469
scalar,2,NN1,73,0.3937,0.4161,0.7121,0.7262,0.855,0.8409
scalar,2,NN1,72,0.04832,0.399,0.182,1.651,0.9899,0.8416
scalar,2,NN1,83,0.06675,0.3569,0.2302,1.027,0.9821,0.8178
scalar,2,NN1,70,0.1112,0.2593,0.2725,0.4889,0.9619,0.8752
scalar,2,NN1,62,0.2653,0.6056,0.2565,0.6496,0.9035,0.7239
scalar,2,NN1,58,0.2836,0.4372,0.2523,0.5189,0.8907,0.7795
scalar,2,NN1,57,0.2617,0.7691,0.2954,0.6221,0.8923,0.5527
scalar,2,NN1,67,0.6353,0.8736,0.2798,0.4133,0.6572,0.5395
scalar,2,NN1,66,0.03115,0.08879,0.341,1.039,0.9884,0.9581
scalar,2,NN1,61,0.2129,0.4658,0.263,0.5142,0.9183,0.7995
scalar,2,NN1,63,0.7188,0.7918,0.4521,0.5146,0.6101,0.5849
scalar,2,NN1,60,0.1552,0.4573,0.2897,0.489,0.9545,0.7133
scalar,2,NN1,64,0.04161,0.4392,0.1101,0.9335,0.9949,0.8162
scalar,2,NN1,94,0.4676,1.255,0.2482,0.4454,0.7921,0.3109
scalar,2,NN1,88,0.2703,0.5066,0.2449,0.337,0.9057,0.7972
scalar,2,NN1,59,0.3162,0.4937,0.2865,0.3341,0.8647,0.7322
scalar,2,NN1,65,0.3913,0.6584,0.2718,0.6677,0.814,0.6231
scalar,2,NN1,74,0.08752,0.3513,0.3373,1.577,0.9824,0.8608
scalar,3,FLM1,1,0.7232,1.221,1.648,1.861,0.5261,0.1644
scalar,3,FLM1,3,0.6746,0.6671,1.513,1.761,0.5707,0.575
scalar,3,FLM1,2,0.561,0.985,1.78,2.222,0.6627,0.4339
scalar,3,FLM1,4,0.7002,0.6294,1.86,1.464,0.5482,0.6183
scalar,3,FLM1,6,0.6175,0.9391,2.039,2.892,0.6187,0.3406
scalar,3,FLM1,5,0.8799,1.035,1.255,1.48,0.3493,0.07008
scalar,3,FLM1,37,0.7696,0.949,1.533,1.848,0.4804,0.2932
scalar,3,FLM1,36,0.7213,0.7413,1.016,1.836,0.528,0.5123
scalar,3,FLM1,38,0.5337,0.4901,1.452,1.734,0.6829,0.6885
scalar,3,FLM1,27,0.4381,0.4256,1.417,1.726,0.7496,0.7589
scalar,3,FLM1,41,0.8127,0.7772,1.44,2.033,0.4394,0.5235
scalar,3,FLM1,42,0.9392,0.9256,1.458,1.272,0.247,0.2546
scalar,3,FLM1,45,0.9079,0.8757,1.657,1.329,0.3038,0.3636
scalar,3,FLM1,44,0.9509,0.9206,1.58,1.554,0.2223,0.2994
scalar,3,FLM1,43,0.5471,0.4079,1.47,1.353,0.6731,0.7827
scalar,3,FLM1,40,0.8042,1.047,1.263,1.585,0.4425,0.1778
